"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
6.36217892813207e-07,0.306777039343236,0.417,0.292,0.0154791813321453,"6","EIF2A"
6.75966559393615e-07,0.313644553084689,0.26,0.156,0.0164462663900466,"6","BLOC1S6"
8.46390441733291e-07,0.318893416728767,0.276,0.182,0.020592679447371,"6","SEPT11"
8.69375247569693e-07,0.391794885780789,0.323,0.237,0.0211518997733706,"6","SEC61A1"
9.4357161040115e-07,0.280879084319326,0.252,0.167,0.02295709728106,"6","EIF4EBP2"
1.00027756255727e-06,0.290004390683433,0.303,0.212,0.0243367530970184,"6","TUSC2"
1.01602533342238e-06,0.442122788504011,0.348,0.251,0.0247198963621664,"6","SEC13"
1.09284376836882e-06,0.425412692899037,0.26,0.165,0.0265888888844135,"6","MPDU1"
1.14143272766931e-06,0.280475636762465,0.792,0.628,0.0277710582641943,"6","CDC42"
1.14205680534774e-06,0.339929458211037,0.343,0.252,0.0277862420741104,"6","CWC15"
1.21495391303128e-06,0.261271168656104,0.355,0.233,0.029559828704051,"6","KRAS"
1.28799295739945e-06,0.315734615392515,0.582,0.462,0.0313368686535287,"6","BTG2"
1.3222973043181e-06,0.321641258191137,0.507,0.349,0.0321714934140593,"6","SNRPD3"
1.46380003807067e-06,0.411589160770654,0.276,0.175,0.0356142549262595,"6","UBE2J2"
1.47579259990316e-06,0.422024790041571,0.291,0.191,0.0359060339556438,"6","LTA4H"
1.65653835071389e-06,0.458159960661733,0.285,0.189,0.0403035780728689,"6","JAGN1"
2.07195374035685e-06,0.271159055581644,0.251,0.176,0.0504106345028821,"6","NRDC"
2.12667687371493e-06,0.542718898095535,0.252,0.159,0.0517420483374842,"6","NQO2"
4.89901217837208e-06,0.526987685411633,0.25,0.158,0.119192966299793,"6","CPSF3L"
5.79470128991844e-06,0.304326855536177,0.28,0.186,0.140985082383716,"6","ARFGAP3"
7.27671359834758e-06,0.272636069776447,0.312,0.2,0.177042441847797,"6","TMX1"
9.77728880524609e-06,0.281886440408074,0.31,0.24,0.237881436631637,"6","UQCC2"
1.00631282282659e-05,0.328495470882319,0.307,0.211,0.24483590979371,"6","EBNA1BP2"
1.00798380591183e-05,0.493052514380822,0.299,0.199,0.245242459978348,"6","WDR45"
1.07906195745411e-05,0.344733631097702,0.392,0.303,0.262535774248585,"6","RPN1"
1.12237613107968e-05,0.308870425823829,0.391,0.275,0.273074112691687,"6","SDHB"
1.4765492345914e-05,0.302881274450322,0.277,0.201,0.359244428776087,"6","TIMM9"
1.5310214748876e-05,0.280602850061868,0.401,0.285,0.372497524840152,"6","YIF1A"
2.50519746520794e-05,0.386092889145845,0.255,0.195,0.609514543285092,"6","SLC44A1"
2.90395735746962e-05,0.313921076941136,0.27,0.179,0.706532825072359,"6","AKAP17A"
2.97026154154612e-05,0.431265502513701,0.271,0.188,0.72266463305817,"6","TPD52L2"
3.68095171405791e-05,0.488551700379967,0.256,0.158,0.89557555203029,"6","C22orf39"
3.88426507258455e-05,0.46831861685987,0.292,0.203,0.94504169215982,"6","DAP"
8.5246381347881e-05,0.288518412358848,0.312,0.212,1,"6","ATP6V1D"
0.000115374392148038,0.256776507244232,0.57,0.42,1,"6","RNF7"
0.000154031756427697,0.269627071854599,0.314,0.219,1,"6","GTF2B"
0.000169869203051176,0.37954285672515,0.252,0.181,1,"6","DCTD"
0.000204521503562871,0.517331071580414,0.292,0.195,1,"6","GUSB"
0.000317781140399376,0.26051574650655,0.261,0.21,1,"6","PIGP"
0.000990143330612314,0.258144184150336,0.264,0.185,1,"6","CCDC53"
0.00285650482039546,0.344695073848948,0.25,0.184,1,"6","EPRS"
0,10.0047047354175,0.9,0.013,0,"7","IGHGP"
0,9.94659796457687,0.939,0.053,0,"7","IGHG2"
0,3.93948210890726,0.994,0.158,0,"7","MZB1"
0,3.39802613397083,0.915,0.119,0,"7","DERL3"
0,9.64276810268193,0.974,0.189,0,"7","IGHG1"
0,2.0521345282274,0.907,0.165,0,"7","CD79A"
0,8.77345635388268,0.992,0.262,0,"7","IGHG3"
0,8.07449617381501,0.99,0.305,0,"7","IGHG4"
0,2.49515764608354,0.954,0.317,0,"7","FKBP11"
0,2.0782037712337,0.777,0.194,0,"7","PIM2"
0,2.18415270857894,0.959,0.377,0,"7","SEC11C"
0,2.50282428237858,0.667,0.09,0,"7","CD38"
0,2.27094411672235,0.914,0.352,0,"7","PRDX4"
0,2.62631224747289,0.962,0.427,0,"7","XBP1"
0,1.84073502098157,0.734,0.206,0,"7","PLPP5"
0,4.30471536548176,0.563,0.045,0,"7","JSRP1"
0,1.76975412803256,0.756,0.24,0,"7","ERLEC1"
0,3.09230641221126,0.558,0.057,0,"7","FCRL5"
0,1.36438802952107,0.883,0.386,0,"7","ITM2C"
0,1.01691280404044,0.709,0.214,0,"7","FAM46C"
0,1.65896305157181,0.767,0.272,0,"7","LMAN1"
0,1.58750489571999,0.93,0.438,0,"7","SSR3"
0,1.39818348342937,0.858,0.366,0,"7","SDF2L1"
0,1.51632331696373,0.857,0.369,0,"7","SPCS3"
0,1.53033723886339,0.951,0.463,0,"7","FKBP2"
0,1.4733967087204,0.755,0.268,0,"7","CRELD2"
0,1.15359942106491,0.678,0.196,0,"7","CD27"
0,1.13325116486008,0.786,0.308,0,"7","DNAJB9"
0,0.786770373682228,0.94,0.467,0,"7","JCHAIN"
0,1.5139923686037,0.665,0.194,0,"7","TXNDC15"
0,2.33990251314789,0.541,0.074,0,"7","TNFRSF17"
0,0.892750240482642,0.728,0.261,0,"7","ANKRD28"
0,2.44056689861261,0.646,0.18,0,"7","HIST1H1C"
0,3.41797187023078,0.497,0.048,0,"7","CHST2"
0,2.7121603359029,0.51,0.061,0,"7","POU2AF1"
0,1.09255877632375,0.868,0.419,0,"7","VIMP"
0,3.20398835767341,0.834,0.39,0,"7","IGLC3"
0,1.20810744287587,0.762,0.32,0,"7","UBE2J1"
0,1.78517777422857,0.593,0.152,0,"7","TXNDC11"
0,1.4198349221904,0.622,0.186,0,"7","PRDM1"
0,1.15236063602621,0.846,0.413,0,"7","MANF"
0,2.64520775829665,0.509,0.076,0,"7","SPAG4"
0,0.545192774559074,0.903,0.479,0,"7","ISG20"
0,1.02011924913556,0.672,0.249,0,"7","TPD52"
0,1.1441058797733,0.891,0.468,0,"7","MYDGF"
0,0.87822695682482,0.582,0.159,0,"7","LY96"
0,1.0243397818664,0.677,0.26,0,"7","NUCB2"
0,1.23908472592923,0.64,0.224,0,"7","SRPRB"
0,0.82767512200117,0.677,0.261,0,"7","VOPP1"
0,1.5684459337723,0.508,0.097,0,"7","SLAMF7"
0,1.17294629688224,0.571,0.161,0,"7","IFNAR2"
0,2.1527484179923,0.562,0.153,0,"7","SDC1"
0,2.11805792288409,0.49,0.093,0,"7","RAB30"
0,1.97062732792557,0.972,0.579,0,"7","HERPUD1"
0,4.54837868514917,0.42,0.027,0,"7","IGLV3-1"
0,0.694286523955988,0.737,0.345,0,"7","HM13"
0,0.834718987921447,0.66,0.271,0,"7","DERL1"
0,0.737821801188077,0.671,0.283,0,"7","DNAJC1"
0,0.61863286579486,0.795,0.407,0,"7","RPN2"
0,0.942974284318005,0.484,0.099,0,"7","CD79B"
0,0.569232793401051,0.881,0.497,0,"7","PDIA6"
0,1.26355214723435,0.964,0.582,0,"7","HSP90B1"
0,1.51394144474423,0.541,0.159,0,"7","SEL1L3"
0,1.06106370083961,0.933,0.552,0,"7","SPCS2"
0,1.65136346143866,0.515,0.135,0,"7","SEL1L"
0,0.958450084964525,0.647,0.268,0,"7","TRIB1"
0,0.616004035786126,0.836,0.46,0,"7","TMED9"
0,0.550521910183758,0.813,0.44,0,"7","TMED10"
0,1.09642228126334,0.638,0.267,0,"7","SRM"
0,1.16779167094425,0.53,0.16,0,"7","KLF13"
0,0.536252895610992,0.772,0.402,0,"7","TRAM1"
0,1.48661446559511,0.616,0.247,0,"7","DUSP5"
0,1.56175007909747,0.536,0.168,0,"7","TOR3A"
0,1.38175152792155,0.459,0.092,0,"7","MEI1"
0,0.539961998881578,0.819,0.454,0,"7","LMAN2"
0,0.451455332126267,0.805,0.441,0,"7","KDELR2"
0,1.04169132836237,0.539,0.176,0,"7","TPST2"
0,0.350203004980038,0.528,0.168,0,"7","ICAM2"
0,1.29493366726743,0.476,0.117,0,"7","GNG7"
0,0.490913006137622,0.904,0.548,0,"7","RABAC1"
0,0.767756801660106,0.63,0.276,0,"7","ALG5"
0,1.74398949347267,0.449,0.096,0,"7","ST6GALNAC4"
0,0.516734976534414,0.676,0.326,0,"7","TMEM208"
0,2.03557348925813,0.432,0.083,0,"7","ST6GAL1"
0,1.19332445502992,0.523,0.176,0,"7","GAS6"
0,0.416543344077193,0.686,0.341,0,"7","KDELR1"
0,1.54594474296458,0.458,0.114,0,"7","ARSA"
0,0.526363668850041,0.75,0.406,0,"7","LINC00152"
0,2.75948708539565,0.38,0.039,0,"7","PNOC"
0,1.30811252474164,0.509,0.168,0,"7","SIL1"
0,2.19967538675798,0.393,0.055,0,"7","ZBP1"
0,0.527856328076411,0.674,0.337,0,"7","DNAJB11"
0,4.76199389131347,0.352,0.016,0,"7","RP11-16E12.2"
0,1.32167038193841,0.5,0.165,0,"7","CHPF"
0,0.820910231769747,0.938,0.604,0,"7","SPCS1"
0,0.874119605454817,0.562,0.23,0,"7","CHID1"
0,1.14607484621905,0.443,0.114,0,"7","THEMIS2"
0,3.431635227832,0.361,0.038,0,"7","KIAA0125"
0,0.752510478998188,0.655,0.333,0,"7","PDIA4"
0,1.01209891845269,0.383,0.064,0,"7","FCGR2B"
0,0.510250869843341,0.383,0.064,0,"7","IGLC7"
0,0.689671907164714,0.638,0.321,0,"7","GLRX"
0,0.506262838411516,0.492,0.176,0,"7","ELL2"
0,0.334886395502802,0.525,0.213,0,"7","IGHM"
0,0.323646647790412,0.62,0.308,0,"7","AKR1A1"
0,0.818345569038337,0.542,0.232,0,"7","SEC61A1"
0,0.342610716805862,0.464,0.155,0,"7","IL10RA"
0,5.25790211292248,0.32,0.013,0,"7","FAM92B"
0,0.948593988370351,0.454,0.152,0,"7","TAPBPL"
0,1.4866881587906,0.441,0.14,0,"7","SPATS2"
0,3.8759447215342,0.928,0.631,0,"7","IGLC2"
0,0.33433178117674,0.924,0.627,0,"7","TMEM59"
0,1.35016362808879,0.42,0.128,0,"7","GMPPB"
0,2.47418172476417,0.328,0.038,0,"7","RP11-81H14.2"
0,0.543526152518918,0.486,0.199,0,"7","CCPG1"
0,0.271210113709315,0.607,0.324,0,"7","UFM1"
0,2.3209199939483,0.325,0.045,0,"7","BLNK"
0,0.38219903913812,0.511,0.233,0,"7","ERGIC2"
0,1.40690862377929,0.413,0.135,0,"7","EHMT1"
0,0.636440443943048,0.954,0.677,0,"7","SEC61B"
0,0.396489202176767,0.417,0.141,0,"7","MEF2C"
0,2.10315579659865,0.315,0.041,0,"7","CADM1"
0,3.14315774045091,0.298,0.025,0,"7","KCNN3"
0,0.978329507076878,0.408,0.138,0,"7","FBXW7"
0,0.310418023670485,0.536,0.268,0,"7","FAM3C"
0,1.56144102078545,0.346,0.079,0,"7","EAF2"
0,1.46377682165063,0.354,0.088,0,"7","TMEM19"
0,0.877614868078854,0.405,0.14,0,"7","BCL2L11"
0,0.917262407237915,0.352,0.087,0,"7","CECR1"
0,0.536798436980313,0.441,0.176,0,"7","MGAT2"
0,0.332063806880673,0.474,0.209,0,"7","SAR1B"
0,3.67070286594281,0.306,0.042,0,"7","IGLV6-57"
0,1.67139765896116,0.335,0.071,0,"7","PDK1"
0,1.18183205468553,0.354,0.092,0,"7","HSH2D"
0,2.36917708536453,0.998,0.738,0,"7","SSR4"
0,0.27057511464093,0.59,0.331,0,"7","DDOST"
0,0.367231289145132,0.457,0.2,0,"7","SRPRA"
0,0.49402815626476,0.448,0.195,0,"7","FNDC3B"
0,3.35906310396605,0.286,0.033,0,"7","IGKV1-12"
0,0.303039681659899,0.56,0.309,0,"7","SSR1"
0,1.20873600348484,0.398,0.147,0,"7","CLPTM1L"
0,1.88030195874108,0.302,0.051,0,"7","TP53INP1"
0,0.98211081826074,0.37,0.12,0,"7","HIST1H2AC"
0,0.432389258562827,0.451,0.203,0,"7","DNAJC4"
0,0.285186528223088,0.384,0.141,0,"7","BASP1"
0,1.70347504437246,0.319,0.079,0,"7","HIST1H2BG"
0,1.14500970233527,0.312,0.072,0,"7","TMEM156"
0,0.902749909686198,0.379,0.14,0,"7","CREB3L2"
0,0.803121488622183,0.48,0.242,0,"7","H1FX"
0,2.27029038237461,0.266,0.029,0,"7","CPNE5"
0,4.17317056631293,0.262,0.025,0,"7","DNAAF1"
0,0.600639469752835,0.398,0.162,0,"7","USP48"
0,1.51209153558553,0.338,0.104,0,"7","C11orf24"
0,1.09846900573616,0.336,0.102,0,"7","CPEB4"
0,1.39270720837836,0.334,0.1,0,"7","SLC38A5"
0,0.978779073085506,0.329,0.097,0,"7","DAPP1"
0,0.867192243007936,0.298,0.067,0,"7","VPREB3"
0,2.54194854043847,0.269,0.042,0,"7","RP11-290F5.1"
0,1.32045738106344,0.272,0.046,0,"7","PIK3CG"
0,0.304609851012652,0.437,0.211,0,"7","IFT20"
0,0.660477681952554,0.301,0.076,0,"7","RNASE6"
0,0.349213026754028,0.333,0.11,0,"7","SYTL1"
0,2.45851948775195,0.259,0.04,0,"7","HIST1H2BC"
0,0.492757946549008,0.429,0.21,0,"7","SLC35B1"
0,0.715634070767346,0.36,0.142,0,"7","EDEM2"
0,0.926578835975993,0.384,0.166,0,"7","NCLN"
0,0.518891840229265,0.341,0.124,0,"7","AQP3"
0,1.01561012873981,0.357,0.14,0,"7","EIF2AK4"
0,0.913489705590385,0.335,0.121,0,"7","B4GALT7"
0,0.38062785383383,0.29,0.077,0,"7","POU2F2"
0,2.0027368744532,0.288,0.075,0,"7","PTP4A3"
0,0.783957738635747,0.321,0.109,0,"7","KCNK6"
0,0.595731077785811,0.377,0.165,0,"7","SLC38A10"
0,1.75770972090776,0.284,0.073,0,"7","COBLL1"
0,0.412699584246004,0.396,0.186,0,"7","NUDT22"
0,0.735031978159736,0.358,0.148,0,"7","QPRT"
0,0.514099256739078,0.308,0.101,0,"7","FAM49A"
0,0.310370800100753,0.379,0.175,0,"7","UBE2G1"
0,1.38800017802316,0.289,0.085,0,"7","PARM1"
0,0.307578368177381,0.36,0.157,0,"7","IFNAR1"
0,1.84568863378277,0.281,0.079,0,"7","SLC17A9"
0,0.283693477269815,0.293,0.092,0,"7","NCF4"
0,0.676355680090237,0.333,0.135,0,"7","FNDC3A"
0,0.603262699783718,0.31,0.116,0,"7","EDEM1"
0,0.437918709852991,0.318,0.126,0,"7","CTBS"
0,0.689325813098881,0.305,0.113,0,"7","ODF3B"
0,0.583687800764711,0.35,0.163,0,"7","PELI1"
0,0.273803702273566,0.286,0.1,0,"7","C16orf54"
0,1.18624463089994,0.251,0.067,0,"7","CMB9-22P13.1"
0,0.338534904029808,0.297,0.114,0,"7","CCDC88C"
0,0.394752332446601,0.278,0.1,0,"7","RP11-160E2.6"
0,1.19794208868682,0.264,0.086,0,"7","SYVN1"
0,0.278524187742827,0.344,0.166,0,"7","B4GALT3"
0,0.610685767673674,0.29,0.113,0,"7","MRPS31"
0,0.616481935669453,0.267,0.092,0,"7","AGA"
0,0.894452590419995,0.271,0.098,0,"7","HSD17B8"
0,0.800667895414165,0.286,0.115,0,"7","WIPI1"
0,0.724254767507605,0.262,0.092,0,"7","HSPA13"
0,0.810015249725891,0.277,0.109,0,"7","HIPK2"
0,0.618116116141489,0.26,0.093,0,"7","MAN1A1"
0,0.430755402309339,0.284,0.117,0,"7","MSL3"
0,0.393420936265503,0.271,0.107,0,"7","IKBIP"
0,3.55972111005645,0.999,0.839,0,"7","IGKC"
0,0.618241607998816,0.302,0.143,0,"7","ERN1"
0,0.389730776370651,0.98,0.857,0,"7","CYBA"
2.22044604925031e-16,0.43529319687602,0.348,0.155,5.40234523782601e-12,"7","HMCES"
2.22044604925031e-16,0.72722818986885,0.288,0.122,5.40234523782601e-12,"7","IFI27L1"
4.44089209850063e-16,0.351072326433876,0.25,0.105,1.0804690475652e-11,"7","DUSP22"
6.66133814775094e-16,0.350693506473915,0.881,0.55,1.6207035713478e-11,"7","TMEM258"
1.11022302462516e-15,0.38819864348567,0.426,0.226,2.70117261891301e-11,"7","ANKRD37"
2.88657986402541e-15,0.429490585284474,0.336,0.167,7.02304880917382e-11,"7","CKAP4"
3.10862446895044e-15,0.504468605340407,0.933,0.623,7.56328333295642e-11,"7","PPIB"
1.82076576038526e-14,0.348713226543459,0.279,0.13,4.42992309501733e-10,"7","MBTPS1"
1.95399252334028e-14,0.393471092624317,0.306,0.158,4.75406380928689e-10,"7","SLC50A1"
2.95319324550292e-14,0.255587355231348,0.33,0.161,7.1851191663086e-10,"7","CREB3"
3.68594044175552e-14,0.458348619925739,0.337,0.162,8.96789309479118e-10,"7","BCKDK"
4.57411886145564e-14,0.559498794752784,0.354,0.171,1.11288311899216e-09,"7","DEF8"
5.88418203051333e-14,0.511995860828798,0.27,0.121,1.43162148802389e-09,"7","NCOA3"
1.38777878078145e-13,0.332602544490893,0.309,0.145,3.37646577364126e-09,"7","RBM33"
2.41362485553509e-13,0.261644708979308,0.28,0.137,5.87234927351687e-09,"7","GRK6"
7.55173701350031e-13,0.409485495931499,0.285,0.145,1.83733761538463e-08,"7","OGFOD3"
3.512745649914e-12,0.354449731288248,0.485,0.299,8.54651016624075e-08,"7","GADD45A"
2.26737073560912e-10,0.315271182751212,0.344,0.193,5.51651299973699e-06,"7","SLC44A1"
8.45957748296655e-10,0.295083644441363,0.325,0.17,2.05821520160576e-05,"7","ALG3"
2.25761054295504e-08,0.339728451383989,0.299,0.167,0.00054927664510096,"7","YIPF2"
5.77664346135265e-07,0.365406883260731,0.286,0.152,0.014054573541471,"7","PYCR1"
5.76524916344745e-05,0.391830245700238,0.841,0.591,1,"7","HSPA5"
0,5.1418133291098,0.969,0.063,0,"8","CXCL14"
0,8.5922855559221,0.974,0.069,0,"8","ADAMDEC1"
0,4.91909701098928,0.93,0.049,0,"8","MEG3"
0,5.23570095158879,0.919,0.048,0,"8","MFAP4"
0,4.01729677268989,0.946,0.077,0,"8","FBLN1"
0,4.13504294605575,0.962,0.093,0,"8","LUM"
0,3.33596080937,0.967,0.099,0,"8","CALD1"
0,3.32325037827157,0.971,0.112,0,"8","DCN"
0,3.51269204377113,0.943,0.09,0,"8","COL6A2"
0,4.6001751725763,0.929,0.078,0,"8","C1S"
0,3.14839025476731,0.948,0.108,0,"8","COL3A1"
0,6.19399434996532,0.869,0.032,0,"8","TCF21"
0,2.6073601684484,0.944,0.115,0,"8","COL1A2"
0,3.97007282901334,0.911,0.084,0,"8","C1R"
0,5.28379395021751,0.867,0.044,0,"8","CYGB"
0,6.34137627556203,0.84,0.02,0,"8","ABCA8"
0,4.29768465803518,0.962,0.145,0,"8","CCL2"
0,4.01915532354672,0.986,0.171,0,"8","APOE"
0,6.57183491376739,0.824,0.019,0,"8","LINC01082"
0,1.76524180944,0.923,0.123,0,"8","COL1A1"
0,4.28537817884436,0.905,0.111,0,"8","A2M"
0,4.02260387355687,0.994,0.205,0,"8","CFD"
0,4.33995304208454,0.911,0.123,0,"8","LTBP4"
0,4.01612118077757,0.932,0.145,0,"8","SOD3"
0,3.09370535594115,0.986,0.201,0,"8","IGFBP7"
0,3.54479495511684,0.835,0.051,0,"8","PLAC9"
0,2.65744338764951,0.889,0.117,0,"8","RARRES2"
0,4.80681377445667,0.815,0.044,0,"8","PPP1R14A"
0,4.00163189609527,0.853,0.087,0,"8","NNMT"
0,3.207393912731,0.859,0.099,0,"8","COL6A1"
0,4.10982281382291,0.839,0.085,0,"8","C11orf96"
0,5.25810512082538,0.787,0.033,0,"8","PTN"
0,4.73648325769857,0.788,0.043,0,"8","EMILIN1"
0,4.77150869206269,0.79,0.056,0,"8","CFH"
0,4.02716828341897,0.78,0.056,0,"8","CXCL12"
0,2.26934273879971,0.803,0.083,0,"8","SPARCL1"
0,7.91946136599866,0.726,0.006,0,"8","HAPLN1"
0,3.55489171831678,0.801,0.082,0,"8","GPX3"
0,4.06190077908119,0.789,0.074,0,"8","RBP1"
0,3.34649763335792,0.78,0.066,0,"8","MMP2"
0,3.10665963247545,0.957,0.25,0,"8","GSN"
0,5.48792956209355,0.725,0.022,0,"8","SCARA5"
0,3.34490114326526,0.862,0.159,0,"8","SEPP1"
0,3.01241084546691,0.78,0.084,0,"8","SERPINF1"
0,8.25640582299525,0.702,0.006,0,"8","STMN2"
0,2.61852520297401,0.783,0.09,0,"8","GNG11"
0,1.37248203591619,0.825,0.136,0,"8","SPARC"
0,6.57452031034114,0.708,0.022,0,"8","EDIL3"
0,3.09650065185381,0.886,0.206,0,"8","S100A13"
0,3.9852729881746,0.917,0.24,0,"8","CEBPD"
0,3.23193270999225,0.945,0.268,0,"8","TMEM176B"
0,4.48468452111137,0.708,0.038,0,"8","MATN2"
0,4.25840668095948,0.742,0.081,0,"8","ADAM28"
0,2.73594975953939,0.801,0.142,0,"8","PMP22"
0,3.99595699098044,0.682,0.025,0,"8","ADH1B"
0,3.14171454380117,0.759,0.102,0,"8","SERPING1"
0,4.00943379224714,0.725,0.071,0,"8","PLPP3"
0,3.16502276780719,0.709,0.065,0,"8","PCOLCE"
0,3.55459650133196,0.753,0.119,0,"8","CYR61"
0,3.65151725203329,0.684,0.05,0,"8","DKK3"
0,2.00890020699073,0.742,0.108,0,"8","IGFBP6"
0,2.11328867715821,0.786,0.154,0,"8","NUPR1"
0,2.80205874037392,0.736,0.113,0,"8","PRKCDBP"
0,3.02865582678298,0.86,0.239,0,"8","TMEM176A"
0,4.14229552128529,0.736,0.116,0,"8","PROCR"
0,3.75040149073788,0.925,0.308,0,"8","EGR1"
0,2.85881434417156,0.737,0.12,0,"8","TIMP3"
0,3.49365049154966,0.748,0.134,0,"8","C8orf4"
0,3.66986639943635,0.718,0.104,0,"8","CLEC11A"
0,3.86243381405694,0.669,0.058,0,"8","CRISPLD2"
0,2.92619058842093,0.663,0.055,0,"8","FXYD1"
0,3.93877985489245,0.667,0.062,0,"8","FHL1"
0,3.5232316637939,0.675,0.07,0,"8","TFPI"
0,3.76276754810542,0.647,0.045,0,"8","EFEMP1"
0,3.15914768062427,0.654,0.057,0,"8","THY1"
0,3.3141607131928,0.704,0.11,0,"8","PLPP1"
0,1.72252140690836,0.725,0.131,0,"8","TPM2"
0,3.49749648268322,0.764,0.171,0,"8","RND3"
0,3.03797244128246,0.65,0.059,0,"8","CTSK"
0,3.84306073253179,0.92,0.332,0,"8","SOCS3"
0,2.48667651029359,0.912,0.329,0,"8","SELM"
0,2.11770986680442,0.99,0.411,0,"8","IFITM3"
0,4.22395569441659,0.642,0.073,0,"8","BMP4"
0,2.50235875938965,0.747,0.179,0,"8","NGFRAP1"
0,2.66029439042344,0.685,0.117,0,"8","SPON2"
0,3.26849851945981,0.935,0.368,0,"8","CTSC"
0,2.81005069746155,0.875,0.313,0,"8","ID3"
0,3.18083209362585,0.669,0.108,0,"8","FN1"
0,3.50398262622085,0.688,0.13,0,"8","PLTP"
0,7.48712184891638,0.576,0.019,0,"8","CCL13"
0,5.95180236993331,0.573,0.018,0,"8","CCL8"
0,3.07555607674204,0.636,0.084,0,"8","COL18A1"
0,3.17157201352632,0.618,0.066,0,"8","VCAN"
0,3.91763398334581,0.644,0.093,0,"8","EPHX1"
0,2.60872903955292,0.649,0.106,0,"8","MFGE8"
0,3.21223850586068,0.602,0.063,0,"8","PLAT"
0,2.29105574400341,0.589,0.054,0,"8","CCDC80"
0,3.07671618738884,0.685,0.151,0,"8","IL6ST"
0,4.72502796867714,0.562,0.031,0,"8","GGT5"
0,2.2980919210926,0.797,0.267,0,"8","LGALS3BP"
0,3.63178418285949,0.627,0.098,0,"8","LRP1"
0,1.43305885888089,0.746,0.221,0,"8","TM4SF1"
0,5.80318662223515,0.536,0.012,0,"8","FABP4"
0,1.862841334949,0.863,0.341,0,"8","PTMS"
0,2.40354104903427,0.629,0.107,0,"8","SLC9A3R2"
0,2.7889530936661,0.626,0.105,0,"8","SPRY1"
0,3.91095605109014,0.587,0.067,0,"8","FILIP1L"
0,3.97964585726833,0.551,0.034,0,"8","COL14A1"
0,2.45856693279073,0.797,0.282,0,"8","KLF4"
0,6.33161979412531,0.53,0.016,0,"8","CCL11"
0,3.6206906429733,0.567,0.055,0,"8","LAMA4"
0,0.996640938864322,0.968,0.457,0,"8","CST3"
0,3.46952161535762,0.564,0.053,0,"8","EFEMP2"
0,3.80310793066286,0.542,0.033,0,"8","VCAM1"
0,3.58291931213913,0.549,0.043,0,"8","MXRA8"
0,2.87299350440891,0.637,0.138,0,"8","NFIC"
0,3.37385624314906,0.566,0.068,0,"8","ECM1"
0,2.49693207651662,0.565,0.068,0,"8","FSTL1"
0,0.726351723101365,0.883,0.392,0,"8","HSPA1A"
0,8.61170575214655,0.493,0.003,0,"8","SFTA1P"
0,2.42620297127916,0.572,0.082,0,"8","SDC2"
0,2.66045527525337,0.777,0.288,0,"8","NFKBIZ"
0,3.69214041227666,0.533,0.047,0,"8","ADAMTS1"
0,2.2450131593358,0.754,0.268,0,"8","CD81"
0,3.29055415027868,0.531,0.049,0,"8","OLFML3"
0,2.33651218722978,0.675,0.194,0,"8","HES1"
0,2.83306700551374,0.587,0.106,0,"8","TSPAN4"
0,3.99668700642345,0.545,0.065,0,"8","SMPDL3A"
0,2.42437881203622,0.875,0.395,0,"8","CEBPB"
0,3.1868309646784,0.572,0.092,0,"8","KLF9"
0,2.18234347572629,0.718,0.24,0,"8","RAB13"
0,2.70215856864763,0.539,0.062,0,"8","AEBP1"
0,2.46100301696448,0.692,0.215,0,"8","NBL1"
0,2.59761307810115,0.935,0.46,0,"8","ZFP36L1"
0,3.30179080896385,0.553,0.079,0,"8","GSTM3"
0,4.18561176963838,0.531,0.057,0,"8","PBX1"
0,3.2012579739454,0.522,0.049,0,"8","PTGDS"
0,3.13054914270664,0.512,0.043,0,"8","COL5A1"
0,2.22725281664345,0.67,0.201,0,"8","EMP1"
0,1.62795677021842,0.653,0.185,0,"8","IGFBP4"
0,3.96687667947573,0.508,0.04,0,"8","NDN"
0,3.17996101882741,0.509,0.043,0,"8","COL15A1"
0,2.38830441418755,0.653,0.187,0,"8","WBP5"
0,1.6969454160133,0.658,0.194,0,"8","SERPINH1"
0,0.338769927090401,0.834,0.37,0,"8","IFI27"
0,2.34338350955968,0.727,0.266,0,"8","MAFF"
0,2.3743395462897,0.661,0.202,0,"8","ICAM1"
0,4.26917129482393,0.498,0.039,0,"8","VASN"
0,3.88001567204136,0.492,0.033,0,"8","FBLN5"
0,2.15845213912631,0.836,0.377,0,"8","PHLDA1"
0,2.2858931081763,0.635,0.177,0,"8","CNN3"
0,2.94399659010967,0.567,0.11,0,"8","THBS1"
0,2.88851321431387,0.676,0.224,0,"8","MYC"
0,2.45112411411233,0.617,0.165,0,"8","PPIC"
0,3.37136178219848,0.476,0.024,0,"8","SFRP1"
0,2.86041889305811,0.495,0.045,0,"8","COL5A2"
0,4.45129329835373,0.476,0.027,0,"8","ITIH5"
0,0.977733132127807,0.583,0.135,0,"8","MYL9"
0,3.28081720742563,0.556,0.11,0,"8","NFIA"
0,1.95711804324207,0.582,0.139,0,"8","TCF4"
0,3.72791442408547,0.483,0.041,0,"8","FXYD6"
0,1.80805895251013,0.759,0.317,0,"8","YBX3"
0,5.3557929982137,0.462,0.021,0,"8","NOVA1"
0,4.10263000272292,0.489,0.049,0,"8","ID4"
0,3.04012496839671,0.561,0.125,0,"8","GEM"
0,3.33654920537473,0.912,0.476,0,"8","IRF1"
0,2.82226015046425,0.54,0.104,0,"8","TNFAIP2"
