"gene","logFC","logCPM","F","PValue","FDR","significance"
"VAPA",-0.319871914742319,7.01475910899785,2.60976659682011,0.130276123665413,0.248519536142073,"Not significant"
"ZDHHC18",-0.503431852939467,2.5504372357745,2.59178211944599,0.130276682882474,0.248519536142073,"Not significant"
"RPL10",0.342246923261772,12.8683518680292,2.60729279220072,0.130435415973707,0.248784229609522,"Not significant"
"ZMIZ2",0.513448895565806,4.31214353038363,2.59497002621039,0.130535103057611,0.248936238648764,"Not significant"
"HOXB3",0.59731093302938,2.29572166199716,2.55343247956929,0.130567430435077,0.248959762855307,"Not significant"
"SKAP2",-0.3893097536727,5.06257070454722,2.60148631021177,0.130602395886547,0.248960235254222,"Not significant"
"NSMF",0.483792750472455,4.46147528917568,2.60569860546518,0.130607662163,0.248960235254222,"Not significant"
"ESCO1",-0.438287509002889,3.22288298178641,2.59572894573912,0.130661202918674,0.249024175075948,"Not significant"
"BZW2",0.485545979454657,6.33835028331361,2.60307854927266,0.13075707439221,0.249168760123364,"Not significant"
"CD37",-0.821190795469995,1.57986259965274,2.56387336556851,0.130850041815261,0.249293970335239,"Not significant"
"MED27",0.499879193013588,3.15036007100776,2.5702714742086,0.130862818925677,0.249293970335239,"Not significant"
"C19orf60",0.237254945937047,6.73555568667398,2.6004267632366,0.130913084465182,0.249351581652633,"Not significant"
"RTKN2",0.647744609135423,2.43064136280563,2.53136604536905,0.131013432186466,0.249504552839588,"Not significant"
"SQSTM1",-0.431662191380107,8.63742018016285,2.59717570373302,0.131120539407622,0.249670348202311,"Not significant"
"ANAPC15",-0.352761198788882,5.81745388064678,2.5940154146454,0.131369854679556,0.250106833867071,"Not significant"
"EPN1",-0.341584713101466,6.01613994450956,2.59196359810809,0.131507471569605,0.250330563047431,"Not significant"
"RAB2A",0.277075110650842,7.13286862979489,2.59001299799829,0.131618975760436,0.250504524704983,"Not significant"
"GBF1",-0.42005051083352,3.30439432988897,2.5774266844656,0.131770629663488,0.250754836674728,"Not significant"
"CSAD",-0.392829415397407,3.14452970385981,2.57933450051404,0.131828644973156,0.250826908456946,"Not significant"
"B4GALT1-AS1",-0.617628001905035,1.74378306648577,2.55184371722299,0.131850640282417,0.250830434377779,"Not significant"
"ST7L",-0.518886137904188,2.97381035753915,2.55970148361867,0.131941023270675,0.250964038917018,"Not significant"
"NDUFS2",-0.299335945342774,6.57247704732153,2.58343058864775,0.132069335829693,0.251149205861953,"Not significant"
"KCTD6",0.509912773216803,2.39372750489722,2.53591216345806,0.132098380212605,0.251149205861953,"Not significant"
"PIP4K2C",0.493637062848958,3.4708548635597,2.54908947215463,0.132098875644085,0.251149205861953,"Not significant"
"TK2",0.503356668416895,2.29216668544439,2.53594710639089,0.132193588405885,0.251290910764537,"Not significant"
"SUV39H2",0.556069938369927,2.40777858676109,2.53798008774648,0.132383468850156,0.251613452013277,"Not significant"
"SLC38A7",0.50407369389956,2.04250097321281,2.53401539921058,0.132448750158096,0.25169911272986,"Not significant"
"METTL21B",0.688263835938459,1.66022497303526,2.50146093558116,0.132508456106953,0.251774153783931,"Not significant"
"CAMKK2",-0.339645058043643,3.40735739754495,2.5551990392702,0.132746667350709,0.252188291154596,"Not significant"
"GTF2B",-0.375904139106232,4.96470399605042,2.57206921966158,0.132834745769814,0.252317127680215,"Not significant"
"UBXN2B",0.470169675872717,3.22790141437043,2.54690539372847,0.132862464484745,0.25233129025904,"Not significant"
"ZNF562",0.366616771427207,4.19130071769177,2.55363802403781,0.132930495859545,0.252421998313344,"Not significant"
"ERCC1",0.34204778957644,4.82026430924509,2.57080087850426,0.132975874427929,0.252469669805,"Not significant"
"MME",2.76154205496341,0.730832113447481,2.79938799124644,0.13304021355486,0.252546925454692,"Not significant"
"DUSP16",0.405960639238108,4.19321466113723,2.54830998225455,0.133069017194921,0.252546925454692,"Not significant"
"DAPK3",0.311536583670938,4.93082145256603,2.56347327431959,0.133077405029606,0.252546925454692,"Not significant"
"KDM5D",-1.41104874137458,1.21758655933612,2.72668165676209,0.133150908653834,0.252641831154243,"Not significant"
"PKD1",-0.414742743481618,3.27235191403695,2.55835396422986,0.133184592221094,0.252641831154243,"Not significant"
"SZRD1",-0.286795620247891,5.11089467504944,2.56753738855254,0.133188277646158,0.252641831154243,"Not significant"
"POLR2D",0.427923394113182,4.02549010311054,2.56080918303092,0.133305480319798,0.252825639113987,"Not significant"
"EIF2B3",0.375611977516751,3.42464558244207,2.54158061547264,0.133386215063467,0.252940236970513,"Not significant"
"SIL1",0.295089954870214,4.62144882522099,2.56268839498969,0.133531771134444,0.253177701878385,"Not significant"
"SHC2",1.30149381252226,0.869276329481727,2.51446253806605,0.133647212875538,0.253358006079933,"Not significant"
"TAF1C",-0.409013856017849,2.74694347885292,2.54762062968287,0.13367357468479,0.253369410281537,"Not significant"
"RAB11B",-0.266056232335385,5.89951635051906,2.55318823201784,0.134183456372077,0.254297151453581,"Not significant"
"ARMC1",0.372737902834326,3.87126182528911,2.53139652426638,0.134349401101104,0.254537057542282,"Not significant"
"HSPH1",0.657770461576518,7.67298293825199,2.55034670574763,0.134350925819113,0.254537057542282,"Not significant"
"SGOL1",0.47677663045451,3.315444369024,2.5127793967607,0.134506698373141,0.254793415704401,"Not significant"
"TP53INP1",-0.733858370759686,2.00159216103305,2.51541007525593,0.134862522662008,0.255428592351329,"Not significant"
"FBXL15",-0.359660251781999,5.14812001506528,2.53945885594173,0.135137924230571,0.255911278960356,"Not significant"
"KIAA0040",-0.472199187217215,4.29973714708337,2.53227633097125,0.135258502081097,0.256100673014429,"Not significant"
"RABIF",0.303325251027549,4.47309641370063,2.52287048480323,0.13545169522167,0.256427479567567,"Not significant"
"EPPK1",-0.490299414753332,3.95629810756239,2.53232165393605,0.135546300588051,0.256512012189366,"Not significant"
"ASNA1",0.244836729915742,5.82245818668257,2.53364478026937,0.13555490311805,0.256512012189366,"Not significant"
"BATF",1.35715356893146,2.2411909962732,2.44256529984724,0.135558142794364,0.256512012189366,"Not significant"
"RASAL1",-1.40844962146125,0.603343939323744,2.45019618734183,0.135664643668028,0.256674537769365,"Not significant"
"KNTC1",0.525160409769794,1.65439174315704,2.47214042583151,0.135728642174778,0.256756612638996,"Not significant"
"GS1-124K5.11",-0.742858918159372,0.960822966845404,2.47856010965982,0.135981752680017,0.257181637656914,"Not significant"
"AKTIP",0.439050251047569,3.36716496696681,2.49411250201522,0.135994626513353,0.257181637656914,"Not significant"
"MEGF9",-0.662177414623522,2.17644747326134,2.50120620107022,0.136025335293275,0.257200652961911,"Not significant"
"TMLHE",0.456459776570935,3.15795160931498,2.49381987253311,0.136118017456914,0.257336825776674,"Not significant"
"CEL",1.55802923304886,2.81756605684,2.4382700818323,0.136163530940481,0.257383796418003,"Not significant"
"ANKMY2",-0.51567375575749,3.09475127295343,2.51341531653561,0.136198176028277,0.257410211880427,"Not significant"
"TFF3",-0.781489799225728,11.1202830266115,2.52356534264034,0.136235012193797,0.257440759764697,"Not significant"
"PPP2R3C",-0.324391312479302,4.3046025294993,2.51931096328858,0.136283529321125,0.257493368325895,"Not significant"
"ARC",0.88300069074145,3.37909952695116,2.51167556994414,0.136306588638025,0.257497868372167,"Not significant"
"RAP2B",-0.431959310974856,5.85211277012188,2.51947585153541,0.136567164331092,0.257950993085862,"Not significant"
"MSLN",-0.918090413640547,4.93106836710853,2.49704153219192,0.136639922543931,0.258049280473093,"Not significant"
"GTPBP2",0.648489272434479,2.71335918447755,2.48081246394563,0.13678709328272,0.258288047407084,"Not significant"
"TRIM35",0.642717598707092,1.5554138236402,2.44383574782004,0.13685929729498,0.258361302906321,"Not significant"
"RP11-284F21.10",0.973013619365658,1.89331216643385,2.45166888509898,0.136870110627421,0.258361302906321,"Not significant"
"GBE1",0.484788714064542,2.84427754365691,2.49034065326755,0.136899216565604,0.258361302906321,"Not significant"
"EIF2AK3",-0.438471815458948,3.00709140323234,2.50302785567265,0.13690887640559,0.258361302906321,"Not significant"
"LINC00543",-0.765792026586885,1.95124671695466,2.48626531977636,0.136986913939016,0.258469399891297,"Not significant"
"NFYC",-0.330192462539185,4.1406916009103,2.51182978409128,0.137086441705038,0.258618006143438,"Not significant"
"SLC33A1",0.461886893945432,3.20913032179203,2.48669455956318,0.137173832868798,0.258646250616474,"Not significant"
"DCLRE1B",0.897410805991732,1.53768820685035,2.41466242048781,0.137181076178179,0.258646250616474,"Not significant"
"FBXO28",0.448014250333168,3.49475299415714,2.48358248006331,0.137183606757252,0.258646250616474,"Not significant"
"RP11-187E13.1",0.525319592072815,2.42325559881577,2.49512906794838,0.137184492517611,0.258646250616474,"Not significant"
"SGTB",0.787371869666898,1.01589535645027,2.41678391855644,0.137337492039157,0.25889551746346,"Not significant"
"ARHGEF28",-0.453760257788824,1.87521938251276,2.46613165099329,0.137445306191984,0.259059542607654,"Not significant"
"PLK4",0.676997668147211,1.37500517865796,2.41223378662649,0.137510343754027,0.259142904172049,"Not significant"
"TIMM21",-0.433052497958697,3.02368330285086,2.50240858585663,0.13755961804358,0.259196538583251,"Not significant"
"KIAA0586",-0.554501776509309,2.21687597780408,2.48393926696977,0.137596582128391,0.25919768443649,"Not significant"
"NACC1",0.388450773547228,3.75655009340201,2.49823871773431,0.137601854317003,0.25919768443649,"Not significant"
"DHRS7B",-0.321124700699907,4.10221843999566,2.50355703337271,0.137632660696597,0.259216503880024,"Not significant"
"RP11-175O19.4",-0.558409285230947,1.39580806645136,2.45575202463913,0.137714780420352,0.259331946253537,"Not significant"
"MRPS36",-0.356125017426562,6.63254494033799,2.50176248280127,0.137812817069148,0.259477322492001,"Not significant"
"GALT",-0.497973556601699,3.65867417705727,2.49918289415129,0.137963865589899,0.259722451729556,"Not significant"
"UBE4A",0.334184548477863,3.86106371761089,2.48566230653918,0.138078105058225,0.259898222837073,"Not significant"
"MBD4",0.353483518507262,4.35840949623105,2.49544911083437,0.138103688928233,0.259907093580669,"Not significant"
"SFR1",0.51029010708589,3.02599182072053,2.46446855294771,0.13822251045398,0.260091405663858,"Not significant"
"AC009014.3",-1.12701878042201,2.23240597352684,2.45455403772014,0.138452671811198,0.26048513703956,"Not significant"
"PTDSS1",0.330865581421892,4.76386568586118,2.49099815608147,0.138586991138791,0.260698459312895,"Not significant"
"PLPP3",-0.627137205812915,2.86049420229872,2.47988258847845,0.138764030712381,0.260961013922745,"Not significant"
"ATG9A",0.331809736669573,3.47799764859656,2.45961486690912,0.138768476206249,0.260961013922745,"Not significant"
"IRAK1BP1",0.613574742044395,1.76247629470656,2.41711890617306,0.138859189172602,0.261092176168867,"Not significant"
"DDX46",0.255776535006931,6.30559054002059,2.48508791953898,0.139032424594975,0.261378439535209,"Not significant"
"NSFL1C",0.423240328678777,5.61390759200232,2.48195470674791,0.139224160780216,0.26161989934503,"Not significant"
"DDX60L",0.501329950486165,2.6715632914613,2.44694201103845,0.139234125534344,0.26161989934503,"Not significant"
"MED22",0.507774142423721,2.19705241821213,2.43103574641125,0.139235861615255,0.26161989934503,"Not significant"
"PGLS",0.262801887728384,6.92432458639701,2.48213899696903,0.139244896238565,0.26161989934503,"Not significant"
"C15orf52",-0.963982209682344,1.22219141768487,2.42218670691067,0.139268601515189,0.261624965253983,"Not significant"
"USP6NL",0.451444092069584,3.21377659517274,2.44542136626898,0.139437920506968,0.261901897286763,"Not significant"
"RPA2",0.349212969446005,4.05853628635543,2.47857092179362,0.139458080856703,0.261901897286763,"Not significant"
"ZNF213",0.630844618432202,1.71452601136888,2.46338291269741,0.139505484964352,0.261951418012827,"Not significant"
"TM4SF5",-0.841304120946884,5.28574383259326,2.4769659706852,0.139645742767164,0.262175250215512,"Not significant"
"BAIAP2-AS1",-0.580259383476062,1.80846629746681,2.45504532815205,0.139794655303137,0.262415261153146,"Not significant"
"KRT20",-1.69322746726855,8.02823943142764,2.4734526703518,0.139864331413482,0.262495318377945,"Not significant"
"TRBC1",-0.705988923399212,2.24461297736736,2.45222245569288,0.13987946139533,0.262495318377945,"Not significant"
"NDUFAF4",0.416421587273587,5.77981359990849,2.4724999249221,0.139971976970669,0.262629355012165,"Not significant"
"PICK1",-0.337208802643156,3.64773961783809,2.46745447596588,0.140050575222307,0.262737242127657,"Not significant"
"SH3PXD2A",-0.592250764576792,3.77286434875486,2.46920011436257,0.140166938575983,0.262915934039271,"Not significant"
"N4BP2L1",-0.594022092555659,2.4328933261432,2.44746992238615,0.140340589751798,0.263202012677582,"Not significant"
"RPL37A",-0.25115476237434,11.5910238018176,2.46541393063994,0.140452164998957,0.263371602278574,"Not significant"
"KAT5",-0.306380029153927,4.30684283689781,2.46376989055003,0.14049797810126,0.263417844217855,"Not significant"
"PRKCI",-0.258069555483012,4.40217883954995,2.45772433706834,0.140556253995835,0.263487435045933,"Not significant"
"HIRIP3",-0.495573543606755,3.3260805842442,2.4591368869174,0.140618006038372,0.263563520348562,"Not significant"
"SP2",-0.385763928946898,2.72454345125299,2.44105100829551,0.140947333212369,0.264141029419658,"Not significant"
"UMAD1",0.467902905730029,3.23959981068525,2.42477837955021,0.140996397797843,0.264193220249253,"Not significant"
"CTSV",0.76474121859552,3.49620112441266,2.43617109262364,0.141060513444481,0.264273593188525,"Not significant"
"SKIL",-0.381067002273056,4.81903758286838,2.44124520851037,0.14109618602814,0.264300662546395,"Not significant"
"SF3A3",0.298680147795691,4.75313546572764,2.45677658613318,0.141139097045607,0.264341280720249,"Not significant"
"RNF5",-0.298855642531456,6.0568505002488,2.45578818622932,0.141201925402031,0.264419184516014,"Not significant"
"TRIM24",0.403039880078777,3.82075475137208,2.45192346542214,0.141235498344923,0.264442288511402,"Not significant"
"AGR2",-0.604944432987803,10.6772688096396,2.45374661206813,0.141317774313436,0.264556560962901,"Not significant"
"FAM105A",-0.444996530162297,4.52753383653905,2.45182558223161,0.14134990121191,0.264576930676675,"Not significant"
"TSNARE1",0.738820062249343,1.17834239787954,2.37037182142649,0.141396380999576,0.264624155784149,"Not significant"
"GSTK1",-0.283956669169902,7.64616862048256,2.45170151603679,0.141472247474633,0.264726355792878,"Not significant"
"MRPL49",0.402348861878561,4.26003584262642,2.44956088635375,0.141515915638279,0.264768283870717,"Not significant"
"PRICKLE3",0.733336299414627,1.25376824986285,2.38164788606683,0.141731462840324,0.265131727016757,"Not significant"
"GLRX",0.543280803728927,6.49531709688555,2.44802753785082,0.14177771001805,0.265141383711201,"Not significant"
"RBM7",-0.293319214717805,5.04176063822302,2.44794586573531,0.141784395081179,0.265141383711201,"Not significant"
"MAP1LC3B",0.246681531708105,7.4701409719119,2.44756746286331,0.14180071935356,0.265141383711201,"Not significant"
"PAAF1",0.560302198933777,3.38782997437569,2.43582478217598,0.141821790484245,0.265141383711201,"Not significant"
"CAPN15",-0.320631088349549,4.19974789531176,2.44047120736857,0.141946737741475,0.265289588835075,"Not significant"
"RNF34",0.285875004286945,3.98187047279495,2.43745008553068,0.141953454356989,0.265289588835075,"Not significant"
"CH507-9B2.9",-0.820878414221998,0.687693579018299,2.3661548819081,0.141964973901625,0.265289588835075,"Not significant"
"ASB8",-0.525986711410041,3.43672545992342,2.43790876315581,0.142022049843591,0.265356427112114,"Not significant"
"LONP2",0.263523780971021,4.42906458300346,2.44011152407258,0.142055806592694,0.265369985150557,"Not significant"
"ZNF160",0.629003482153131,2.31079787508507,2.40441025783355,0.142071925720611,0.265369985150557,"Not significant"
"PRPF38B",-0.330323884481645,6.20081417562268,2.44156044130317,0.142246841086847,0.265656855437089,"Not significant"
"DDX50",0.382240287100892,4.10478994205835,2.43675281668443,0.142353067523223,0.26581537709802,"Not significant"
"AC069513.4",-0.738317014865473,1.38889091229374,2.40242719175945,0.142436667089029,0.265915751802499,"Not significant"
"GSK3B",0.273462804943709,4.57298591572389,2.43431462484928,0.142455290956638,0.265915751802499,"Not significant"
"LINC01534",-1.30973346037876,0.453927681368222,2.39257815268135,0.142470882199171,0.265915751802499,"Not significant"
"SOWAHD",-0.75619006450077,0.677043771761368,2.36274760984392,0.142494710629865,0.265920370369207,"Not significant"
"C21orf58",-0.780979187790381,1.53779199402583,2.39727611056408,0.142531845882232,0.265943585246082,"Not significant"
"RELT",0.472467369414325,2.46779946835779,2.40058430543611,0.142557004444933,0.265943585246082,"Not significant"
"USF3",-0.517228575094425,2.836692780481,2.4110551909648,0.142571217787107,0.265943585246082,"Not significant"
"TNIP1",-0.305815387069219,5.8812739931519,2.43561773691199,0.14271270786883,0.266167642817215,"Not significant"
"DLG1",-0.327515084546637,4.44076056826866,2.43048443366666,0.142752193720577,0.266201417850007,"Not significant"
"EDF1",-0.332881955514351,8.98549281041772,2.4340892882827,0.142791548605911,0.26621762384182,"Not significant"
"C9orf9",0.904358724064437,1.98844201731021,2.3848995745747,0.142803639866968,0.26621762384182,"Not significant"
"MORC2-AS1",-0.698395500370168,1.68115199172873,2.39673876676841,0.14283642176711,0.266238880446912,"Not significant"
"ABHD17C",-0.437652086783399,5.4878085613361,2.43344722108604,0.142874765458499,0.266267517790456,"Not significant"
"LOXL1",1.27435902124006,1.611083575253,2.36036991434568,0.142894549216544,0.266267517790456,"Not significant"
"DGKE",0.537511138876767,2.87988276725451,2.39554139154077,0.143058887646531,0.266533861140373,"Not significant"
"HUS1",0.414997334418792,4.01683166724823,2.41963409146023,0.143130623464299,0.266627622139254,"Not significant"
"MANEAL",0.815032789386134,2.4050141212412,2.38305806527027,0.143226350117486,0.266766039188313,"Not significant"
"RPL22",-0.261947747483047,10.5269073215498,2.42800103151543,0.143251554383041,0.266773083106327,"Not significant"
"NFE2L2",-0.302000196533267,6.11523212190405,2.42782338749906,0.143294291364443,0.26681277068801,"Not significant"
"ZNF576",0.448973449950193,3.44904417829755,2.40956720108699,0.143345098491053,0.266850408366707,"Not significant"
"PIP5K1B",-0.396926867977985,4.56988992590489,2.42466365762806,0.143357362239884,0.266850408366707,"Not significant"
"EFNB2",-0.503019730937249,6.04567308860752,2.42465058973613,0.143519014230589,0.267092701715279,"Not significant"
"RP11-499E18.1",-0.817756192388868,1.10784354380919,2.41714756312806,0.143530423181454,0.267092701715279,"Not significant"
"ELK4",0.39631553829758,3.37421360254301,2.39158615499939,0.143590791549514,0.267165116863305,"Not significant"
"INTS12",0.450369254834891,3.38596929159349,2.40572058580822,0.143659764007131,0.26725351675841,"Not significant"
"C1QC",1.08119690997731,1.58309660039694,2.32830133384213,0.143724257253636,0.267333558712402,"Not significant"
"HOXB8",1.06149064654291,3.263621596418,2.37598198979635,0.143849608540972,0.267526758536548,"Not significant"
"PSMA2",0.329274999404861,7.24702724788824,2.41928240922185,0.143924736054819,0.267626510092678,"Not significant"
"ARL14EP",0.488635509485912,3.24450186444504,2.39960818269904,0.143960403086599,0.267652866473189,"Not significant"
"SLC7A2",-1.46383076628543,0.43096807285702,2.39516220843681,0.1440497137294,0.267722593121591,"Not significant"
"RWDD4",0.326801509190488,4.84780013334833,2.41596671385,0.144070580908063,0.267722593121591,"Not significant"
"ZNF670",0.701479251599459,1.71235755157516,2.36132351482317,0.144073555152301,0.267722593121591,"Not significant"
"MAP3K1",-0.427797000253036,2.3491322210696,2.39879170708033,0.144083900995817,0.267722593121591,"Not significant"
"HAS2",-0.867772543992167,0.955857977366198,2.35547980424345,0.144200881560144,0.26789998180941,"Not significant"
"PIGU",0.396293069465512,4.31094909837831,2.40440202544158,0.144336122312917,0.268111236748622,"Not significant"
"FAM206A",0.487689300826186,2.79438863443218,2.37942649262864,0.144379644114775,0.268147010764956,"Not significant"
"MAP3K9",-0.573006081953035,2.22381269985944,2.38417869385775,0.144407347340762,0.268147010764956,"Not significant"
"ZFY",-1.35396898680793,0.8367852441727,2.53735807576676,0.14443236735269,0.268147010764956,"Not significant"
"UBE2B",0.351684087822986,6.7248423399437,2.41265670689421,0.144454273037345,0.268147010764956,"Not significant"
"FOXP4-AS1",0.588104640729466,3.16862663637338,2.40274407889649,0.14446304466571,0.268147010764956,"Not significant"
"UBP1",0.32101320522066,4.14888825182952,2.39951552168225,0.144531044092127,0.268233247701827,"Not significant"
"TEX2",-0.387527669029158,2.69273292048807,2.39523366237245,0.144576441547952,0.268277518491529,"Not significant"
"THOC1",-0.411169323062198,3.09966454696409,2.40751475472974,0.144621250556276,0.268320243586873,"Not significant"
"POC1B",0.526820415868753,3.79796277272791,2.40020321086571,0.144642559640141,0.268320243586873,"Not significant"
"RCBTB2",-0.823639368961016,1.08414506700168,2.36829281101843,0.144673101101481,0.268336927020664,"Not significant"
"RNF183",0.924890821934473,1.33749444285232,2.30441149359926,0.14476013395076,0.268458369037798,"Not significant"
"SNUPN",0.418129904060786,3.74039955086204,2.40150534607938,0.144803148400464,0.268498154709794,"Not significant"
"ZNF506",-0.344698113383832,2.74324431582201,2.37510830414073,0.14487640529291,0.268593996592616,"Not significant"
"INTS7",0.553327301515501,2.62325528460698,2.37180149391204,0.144913847784174,0.268604446546142,"Not significant"
"CTD-2555A7.2",-1.09976440430025,0.294893096313458,2.3162839938921,0.144925180787242,0.268604446546142,"Not significant"
"NVL",-0.5060085837068,2.82728102435092,2.38888773529909,0.144988299094315,0.268681441759152,"Not significant"
"TRMT10C",0.330964324840917,5.47397061203384,2.40523687119212,0.145039038455806,0.268735477739942,"Not significant"
"CPEB3",-0.800584813899598,1.06390412297213,2.39388341238423,0.145306124349539,0.269155467448469,"Not significant"
"VPS13C",-0.3643875539331,3.61200428355369,2.39668028007552,0.145308938220193,0.269155467448469,"Not significant"
"MTMR6",0.352733233507328,3.25991081281397,2.3884313834136,0.145565101368888,0.269562319752618,"Not significant"
"PPIF",0.48802558178384,6.33730715342905,2.39813729559216,0.145571878289276,0.269562319752618,"Not significant"
"GDE1",-0.28611022972764,6.0523720362319,2.39642157993112,0.145685369807913,0.269732368453455,"Not significant"
"MECP2",0.458814075609767,3.93123352013057,2.36954113716912,0.145783147883569,0.269848091632362,"Not significant"
"COL6A2",-0.8864079985305,1.54408457926436,2.33845778246977,0.145791211796558,0.269848091632362,"Not significant"
"PLEKHG4",0.572617249154968,2.18381905888418,2.34992780629929,0.145922498405375,0.270050954472006,"Not significant"
"ROBO3",-1.10232166979081,1.2828153353551,2.34967519903277,0.146128011878208,0.270391104297077,"Not significant"
"ZNF493",0.633676291436775,2.99674136006091,2.35662988199436,0.146170756521352,0.270430014999317,"Not significant"
"ARHGAP9",-0.952415805634379,0.611419749980521,2.32677303340912,0.146218410081232,0.270447676681098,"Not significant"
"CDK12",0.297426701956918,4.91419139650664,2.38824484107574,0.146225656474464,0.270447676681098,"Not significant"
"INPP5A",-0.438488072553279,2.66432025936302,2.37408268076466,0.146245455293545,0.270447676681098,"Not significant"
"PMM1",-0.66521471911182,5.08144860344179,2.38853751342359,0.146322430944637,0.270549848931487,"Not significant"
"ZNF785",-0.536675508369158,1.48970303730606,2.34984915215993,0.146375338075455,0.270578539157312,"Not significant"
"SSH2",-0.376012215997773,4.60540504320042,2.38008914927744,0.146381403541541,0.270578539157312,"Not significant"
"NT5C",-0.259472521306546,6.29267723911348,2.38335987346352,0.146699906386376,0.271127030903761,"Not significant"
"STX11",-0.636736606401221,1.05686686161607,2.35253769422445,0.14709530339659,0.271817452618747,"Not significant"
"SEMA4B",-0.355489854688475,4.26453482759574,2.37568339089751,0.147124685664082,0.271831411064513,"Not significant"
"ALOX5AP",0.684863612185684,2.57803092754219,2.34673781078187,0.147219334397101,0.271965935506172,"Not significant"
"MED23",-0.410891117567544,2.73801178593539,2.3525118929298,0.14725007503259,0.271982376799294,"Not significant"
"UCHL5",0.443403876902326,4.41477885822128,2.36999553234889,0.147351493529022,0.27212934137875,"Not significant"
"RAP1A",-0.301097119657418,5.63685934532482,2.37475587066995,0.147395885207233,0.272170960629548,"Not significant"
"STK32C",0.631149491136248,3.33868476975945,2.3583430096944,0.147474438257239,0.272275638193833,"Not significant"
"DMWD",0.478952035510885,2.80837274986434,2.35501441352522,0.147501588548837,0.272285396116019,"Not significant"
"EDEM1",0.441913473993903,3.33913651303928,2.35307546693096,0.147571941121365,0.272374889993235,"Not significant"
"DENND1A",0.480691254871079,2.86140317248624,2.3399657203792,0.147608208441976,0.27240145520568,"Not significant"
"OTUD4",0.462913910776453,3.55119729101095,2.35866114892492,0.147647236629438,0.272408279461842,"Not significant"
"YEATS2",0.457782694552367,2.4300119141113,2.34186135258622,0.147655656176619,0.272408279461842,"Not significant"
"SIGIRR",-0.319573068553888,5.91425413584565,2.37090078841571,0.147689326660183,0.272430037757259,"Not significant"
"DDX41",-0.278639224591037,4.72749226818658,2.37029939224779,0.147742771920386,0.272488261067028,"Not significant"
"ALDH9A1",-0.32371531479671,5.20677119296767,2.3701245471958,0.14776477732573,0.272488489861886,"Not significant"
"CFAP44",-0.612783668889372,1.29019490391644,2.32924677413498,0.147796045856417,0.272505797904939,"Not significant"
"AGAP6",-0.4289208422098,1.92774584837233,2.33339274442134,0.14782126951022,0.272511956952002,"Not significant"
"MEST",0.501644879000577,5.29442830276329,2.36571477879027,0.148080850801623,0.272950093995355,"Not significant"
"DCBLD1",-0.464087306608127,2.67623387224031,2.34741120567035,0.148117691103398,0.272977594688563,"Not significant"
"UFSP1",0.617159378666703,1.57199815724209,2.30858693077005,0.148180631809667,0.273053182587419,"Not significant"
"FBXO25",-0.769072271911535,4.8026035779285,2.36318949801504,0.148296882770909,0.273226968656033,"Not significant"
"CCDC92",0.648723625987866,2.47290252376351,2.32428638522183,0.148509723965293,0.273578637949674,"Not significant"
"ZRSR2",0.389321274496909,3.36738595055011,2.3280365497768,0.148630154721672,0.273759993602866,"Not significant"
"FOXJ1",-1.43558063146113,2.19868088168992,2.29570238526434,0.148754039506373,0.273947656606457,"Not significant"
"DUSP11",0.324503608771405,3.95335483512453,2.35539650650763,0.148832283100994,0.274042116828967,"Not significant"
"GALNT5",0.445814160766486,4.16980610131972,2.32649461086943,0.148849343791145,0.274042116828967,"Not significant"
"PTS",0.323359234416232,6.07271392601995,2.3545404191514,0.148990575669287,0.274261587407188,"Not significant"
"GGT1",-0.971704513115242,2.35007331290729,2.3448366107524,0.149023008131194,0.274280744939072,"Not significant"
"FAHD2B",0.682661761116955,2.24239724898578,2.30322997820826,0.149060693992977,0.274309564399962,"Not significant"
"FUT8",0.671804373968784,3.44876991524845,2.34351131820799,0.149137343253835,0.274410067307921,"Not significant"
"ALDH7A1",-0.438158761435174,4.87717553302532,2.35135795925598,0.149224616296505,0.274479303882961,"Not significant"
"ENAH",0.395062743040113,4.83920555642185,2.34887200261851,0.14923281776996,0.274479303882961,"Not significant"
"FTX",0.820850753378699,1.88270984764227,2.29852236564258,0.14924109584771,0.274479303882961,"Not significant"
"SPINK4",-1.16456935599944,6.96863185124318,2.35015882525902,0.14931759125419,0.27457943944011,"Not significant"
"PI4K2B",0.383735757363904,3.42269495382504,2.33408796934992,0.149377479368094,0.274622222562181,"Not significant"
"CCDC9",-0.441909386193171,2.61875545485201,2.32763498490659,0.149396204786329,0.274622222562181,"Not significant"
"CTA-29F11.1",0.403299054241704,4.73034855888272,2.34554753602028,0.149407015005122,0.274622222562181,"Not significant"
"ZKSCAN5",-0.63536377954269,1.49489414961648,2.31201036034978,0.149429467530406,0.274622957372512,"Not significant"
"PUDP",0.436448774528877,3.71545979686007,2.37043384130581,0.14963567665093,0.274961351827361,"Not significant"
"PTPRD",-0.856391269722679,2.93955345957688,2.32093619842178,0.149798171221872,0.275189737017063,"Not significant"
"RYK",-0.285290612916156,4.19642254263645,2.3422362264101,0.149806710350193,0.275189737017063,"Not significant"
"DYRK4",0.341893173169698,4.12883586808264,2.34228200843218,0.149826260096016,0.275189737017063,"Not significant"
"KDM7A",-0.349512026237271,4.1392752513666,2.33582166879878,0.150012596198124,0.275491352375054,"Not significant"
"POLE",-0.421548650885119,2.73212505268168,2.32059905657249,0.15016871146928,0.275737387780439,"Not significant"
